user_id,preferred_category,secondary_category,age_group,loyalty_tier
A2UQK3DAZ8NO2T,Electronics,Electronics,25-34,Platinum
A9K4FLTQGC4IG,Mobile,Gaming,55+,Platinum
A1YF3GYWQL9HON,Mobile,Audio,35-44,Silver
A2Y08KFEHZO280,Wearables,Mobile,35-44,Silver
A35CJ44RCZNA24,Computers,Gaming,45-54,Silver
A3MRJRBDW92KT0,Mobile,Networking,45-54,Bronze
A1WC62FI5PG4IQ,Wearables,Audio,45-54,Bronze
A29W3MFXS4JW3N,Audio,Audio,55+,Silver
A1GO4QQFTCWCVT,Electronics,Gaming,25-34,Bronze
A1DILP2F4TBJ0U,Electronics,Audio,25-34,Silver
A2K6B10MVZH8R6,Networking,Audio,35-44,Gold
A3GX6JDP940CP8,Networking,Networking,55+,Silver
A1PDWVZY8O6WU9,Camera,Audio,18-24,Gold
A3JFQSOF150OEI,Camera,Camera,25-34,Gold
A2BHJPIILCDT9P,Gaming,Audio,55+,Silver
A35SNSDRNE9P8Q,Computers,Mobile,55+,Bronze
A3CY3CFCS553FZ,Electronics,Camera,35-44,Silver
A1EEWX4I4P6CQ9,Mobile,Mobile,35-44,Gold
A152KDPYT6YX32,Wearables,Wearables,55+,Bronze
AEUSUWLS9Z4MG,Computers,Electronics,18-24,Gold
A1A22RM1NZTVQV,Gaming,Wearables,35-44,Gold
A3I0I0YHZB013F,Gaming,Computers,35-44,Bronze
A2FJZ3IYQ9N65S,Computers,Computers,45-54,Bronze
A2TD4H6KVEK4SC,Camera,Audio,55+,Bronze
A1T8QZFPHG0S0W,Mobile,Networking,45-54,Bronze
A3RBR6QZMFFYBU,Mobile,Audio,35-44,Bronze
A3AOUV65YRS4CV,Wearables,Electronics,55+,Silver
A3AAUXYUCDZYZF,Computers,Mobile,18-24,Bronze
A1UF2U54GPIYXF,Wearables,Electronics,25-34,Silver
A17M1CS6VCG3YZ,Gaming,Networking,55+,Silver
A17D5GEFPPK64J,Electronics,Gaming,55+,Bronze
A2HSLG1WP31I6D,Electronics,Gaming,45-54,Silver
A2NCKYW35JTQ5E,Computers,Camera,55+,Platinum
A1VQVQAEDOQFVW,Computers,Camera,35-44,Platinum
A3I87CII5XFGDZ,Wearables,Wearables,35-44,Platinum
A2S95CVQS2DMDC,Electronics,Audio,45-54,Platinum
A1QBAZZCVQ4B2X,Camera,Wearables,18-24,Silver
A2E8EGBUN36FRT,Audio,Camera,18-24,Bronze
A1TVUF5RHZX1JG,Networking,Mobile,35-44,Silver
AIFWN0G3GEZ8R,Camera,Wearables,45-54,Silver
A2FK11U8INJYUP,Mobile,Mobile,45-54,Gold
A8S94UH3I763R,Wearables,Wearables,18-24,Silver
A3LLS6SSZUOITX,Networking,Audio,45-54,Platinum
A1C87OAZ1M6KB9,Computers,Electronics,55+,Gold
A3BJCVK62OKC2U,Wearables,Mobile,18-24,Silver
A2NSMHRO4IU404,Networking,Electronics,35-44,Bronze
A2VI45SXKJHPZU,Networking,Wearables,45-54,Platinum
A3E049PVKG7NDK,Wearables,Camera,45-54,Silver
A1NKUMKYIZQQ2S,Electronics,Gaming,55+,Bronze
ATKPWL3JFTF2A,Camera,Audio,55+,Gold
A1TZ3HS3G2WQNI,Electronics,Wearables,45-54,Silver
AJ2Q1T7TX2BSW,Mobile,Camera,35-44,Gold
AX4UO4N1RUMZC,Computers,Camera,55+,Gold
A3R27A69ECWYIS,Camera,Audio,55+,Silver
A1LFMRIKENJJIQ,Electronics,Audio,35-44,Platinum
A2BAHBYCJK7JPA,Mobile,Networking,25-34,Gold
A7P9MJPCFIWJF,Mobile,Computers,25-34,Platinum
A27K9A3JP5AXZY,Gaming,Networking,25-34,Platinum
A1BVKGR13BBM6C,Camera,Wearables,45-54,Gold
A14VEBXW2J1LPZ,Audio,Audio,35-44,Silver
A1AEALDBVOVS60,Computers,Computers,25-34,Gold
A2P5GE4JNB3LUW,Camera,Audio,18-24,Gold
A2CJGVAHVZGJIP,Wearables,Wearables,18-24,Bronze
AUK120S1J4EKP,Networking,Gaming,55+,Silver
ABAPYHQ0GVQ55,Gaming,Computers,35-44,Bronze
A3E8KIZ79FGRIZ,Audio,Electronics,45-54,Gold
A1TL96GW81K9D,Audio,Gaming,45-54,Platinum
A2B5F1P7E7RT7W,Mobile,Wearables,45-54,Platinum
A2OTOPP9WSD7FL,Electronics,Camera,35-44,Silver
A2EW0LJBF5514B,Wearables,Computers,35-44,Bronze
A1GA6VKP9EHZCE,Computers,Camera,18-24,Silver
A2AYXYG00PWO5X,Networking,Electronics,25-34,Silver
A2QNBIY2W5ZWY3,Computers,Gaming,45-54,Gold
A22KZJ7JNJ2GZJ,Networking,Networking,55+,Platinum
A1YLVUBTV7XGBP,Computers,Electronics,25-34,Platinum
A2J4BQZ8E3IG1S,Camera,Electronics,35-44,Gold
A8DR7GVMQQJUC,Computers,Networking,35-44,Silver
A28X0LT2100RL1,Gaming,Electronics,35-44,Silver
A1DUSPL9TDN8SP,Mobile,Mobile,35-44,Bronze
A247P51OUO683W,Mobile,Computers,18-24,Platinum
A2O0K2S12AWLED,Gaming,Wearables,35-44,Bronze
AVNTSI11JUEVY,Computers,Wearables,35-44,Platinum
A28LKL1NM5RIHS,Mobile,Wearables,25-34,Bronze
A1M86X97J2VKZN,Networking,Mobile,35-44,Gold
A2KF3H5304I4IA,Audio,Audio,35-44,Silver
A2L1BDWDLI32A9,Gaming,Computers,45-54,Bronze
A34W3C38EAN5WL,Mobile,Computers,25-34,Gold
A26G07ZK2Q2TR1,Wearables,Gaming,45-54,Bronze
ASLE2A9N2YSGC,Audio,Wearables,25-34,Gold
A3H754WVZQ3HTJ,Audio,Computers,35-44,Silver
A272JDNEVXGADX,Gaming,Gaming,35-44,Silver
A28O4KBPSVS1LR,Camera,Audio,45-54,Gold
AKREPLJQO7C8H,Networking,Computers,25-34,Bronze
AR5MIKUV01X24,Camera,Computers,55+,Silver
ATL255FB2LXUL,Electronics,Networking,35-44,Gold
A15Q2L6DYRTFIU,Networking,Gaming,45-54,Bronze
AVFLQDM23XOJI,Networking,Gaming,18-24,Platinum
A3S66WJLBU17YW,Camera,Gaming,55+,Silver
A1CB7LBFX2M4B4,Computers,Networking,55+,Bronze
A2MHP267RG8EFG,Mobile,Computers,35-44,Gold
A2UKMX73IIRLQT,Computers,Audio,35-44,Platinum
A1EH7VE91L0E5,Computers,Computers,35-44,Bronze
APNO8B1T5SH17,Mobile,Networking,18-24,Silver
A3Q0LZU1FX2710,Computers,Mobile,55+,Silver
A23GFTVIETX7DS,Electronics,Networking,55+,Gold
A1LGLNIIAESN0L,Wearables,Electronics,35-44,Silver
A2HRTBTZNLNDZU,Gaming,Camera,55+,Bronze
A2EIFVQ2TXF93F,Mobile,Camera,55+,Bronze
A13YGBD7E74BWM,Networking,Mobile,25-34,Silver
A1Q43RBNC47Q48,Camera,Wearables,18-24,Platinum
A19UUO6X0NX2VJ,Networking,Networking,25-34,Silver
A1QX8AMFSC2TGH,Wearables,Networking,45-54,Platinum
A30IDVUYHDVJQM,Gaming,Wearables,35-44,Platinum
AFVRJ0UE9EJDA,Networking,Computers,25-34,Platinum
AYNVWF9LPK0BW,Networking,Wearables,45-54,Bronze
A3RNKK7R8U4QLC,Mobile,Wearables,35-44,Silver
A232X0D2CYSOG3,Computers,Networking,55+,Platinum
A10R21T101R5NJ,Gaming,Electronics,18-24,Silver
A3N6Q83Q52Z0HX,Electronics,Networking,45-54,Gold
A27TV19A49P4HS,Mobile,Electronics,25-34,Bronze
A2KQCGDUBSF9G7,Camera,Wearables,25-34,Silver
A1PUNXF1CHZAQX,Electronics,Computers,35-44,Bronze
A37Z9GNN9FIA8V,Audio,Networking,55+,Silver
A2SZKC9P76A03D,Wearables,Camera,18-24,Platinum
AHOKN3NQ43DGZ,Wearables,Electronics,55+,Silver
A2ICE47SJFD90U,Mobile,Electronics,45-54,Platinum
A1VXBI4OL74SOT,Networking,Electronics,25-34,Bronze
A13VH71ZL7S2DQ,Audio,Audio,45-54,Gold
A7OKY5E1AI1J0,Mobile,Computers,18-24,Silver
A1H4B09YLQ9IMA,Computers,Computers,25-34,Platinum
A3RLJ74U6JXAZV,Wearables,Gaming,25-34,Gold
A35IX2GE0VC0JP,Networking,Electronics,55+,Gold
A25QPXNZM06AL0,Mobile,Electronics,55+,Silver
A1NB7GMZVATK4L,Computers,Audio,25-34,Silver
A37U84DNQ3IBZP,Electronics,Gaming,18-24,Silver
A1BECHTTFE6BP2,Audio,Computers,18-24,Bronze
A3OU77Q79O3KCX,Networking,Audio,18-24,Silver
AHOQOZWYIW1AQ,Wearables,Electronics,35-44,Silver
A33LNGMMPEZVLL,Wearables,Wearables,18-24,Silver
AKVROMPBXYG4U,Wearables,Computers,45-54,Silver
AKHJOJMEJ17NT,Electronics,Networking,45-54,Platinum
A23RG90BM9QO81,Electronics,Electronics,45-54,Bronze
A1F8K6NN9LEUO9,Mobile,Gaming,18-24,Platinum
A2XUI4QJDPVZG5,Gaming,Audio,25-34,Platinum
A1H9O1ETX9DKTO,Computers,Wearables,25-34,Bronze
AO9KZ2D5EH0N4,Gaming,Computers,35-44,Gold
A2H8OSFZTHDFBE,Networking,Computers,25-34,Platinum
A2KLOQPQHA03ZO,Electronics,Electronics,35-44,Gold
A1D8JPKIZ9SZYL,Mobile,Wearables,25-34,Bronze
AFOZMH2ZQVF3F,Computers,Camera,35-44,Silver
A1PUE4V0SE0YKB,Wearables,Networking,25-34,Gold
ATQCA3K29B03I,Computers,Audio,25-34,Gold
A2WAVJF9OWQGBB,Networking,Electronics,35-44,Bronze
A3QA13W0Y7TM86,Wearables,Computers,45-54,Silver
A2HGEG82645YF4,Audio,Networking,18-24,Bronze
A13M41WW0LJLU0,Camera,Audio,55+,Platinum
AUTT87XWQIWSU,Wearables,Networking,45-54,Silver
A1Q7LIXNYHNTY1,Wearables,Camera,55+,Platinum
A3W152L0OZZER6,Electronics,Gaming,45-54,Platinum
A3IDU1YKJWR1B3,Mobile,Networking,18-24,Platinum
A3R1ZDOMKYA5BW,Camera,Gaming,45-54,Platinum
ACGYOHKOZOSZC,Wearables,Mobile,25-34,Platinum
ADLA6DY75UKM1,Mobile,Electronics,18-24,Bronze
A3I8S99J38ODC3,Mobile,Camera,55+,Gold
A3NROZCF45XLNQ,Audio,Computers,18-24,Gold
AZLCPPX7WGMZK,Mobile,Networking,55+,Platinum
AZLX03I3SLQ6H,Camera,Computers,45-54,Platinum
AGOS889EYCZ6I,Electronics,Audio,55+,Silver
A1MP83EDXKTT0X,Networking,Gaming,25-34,Silver
AUPIVCP28NXK3,Audio,Networking,25-34,Silver
A2GFB5VS2JSQBT,Mobile,Computers,55+,Silver
A3856QSM0U1PJH,Mobile,Computers,18-24,Platinum
AFI7FJ9C19KL3,Wearables,Networking,35-44,Platinum
A22Z4PC8DAO9CN,Mobile,Networking,18-24,Platinum
A1ONH5LWTVV5UU,Networking,Electronics,55+,Silver
A77LSZ526K877,Electronics,Audio,55+,Bronze
A1IXR4IHOH1AFT,Gaming,Wearables,25-34,Gold
A1CO6I7NFDDTJB,Electronics,Audio,55+,Silver
A1TLA3AD96MBWG,Wearables,Audio,35-44,Silver
A3EN028PRSHNWM,Mobile,Gaming,35-44,Platinum
A1P9RKER6DKZWU,Computers,Computers,35-44,Platinum
A1H0D7635GEEJ1,Wearables,Electronics,55+,Platinum
A2OBDNQ5ZYU1L8,Wearables,Audio,45-54,Gold
ATSMCI3P80668,Gaming,Computers,35-44,Silver
A2ZCWSZICBSO8Z,Wearables,Computers,18-24,Bronze
A3M2JU46KYE61B,Networking,Computers,45-54,Silver
A1HBJO1P8OQ4YW,Networking,Gaming,55+,Platinum
AFMZUC60X1KEO,Audio,Computers,35-44,Platinum
AEYNJAOO0AJ50,Gaming,Camera,25-34,Platinum
ABTLEHM2QS9HH,Networking,Computers,18-24,Gold
A3T4XDOCBQBRKU,Computers,Camera,55+,Bronze
A15ZSV2U4FPFA7,Networking,Camera,18-24,Gold
AKSTTBUJN6ES8,Wearables,Computers,18-24,Bronze
A3B4ONQ8K44XAT,Mobile,Camera,55+,Silver
AI1R509LYLMYR,Mobile,Mobile,35-44,Gold
A2Q8SB6GUYJVUD,Audio,Gaming,55+,Bronze
AGEWOMQ90BV8R,Computers,Wearables,45-54,Platinum
A39VLN90M0D8XL,Networking,Camera,45-54,Gold
AI1J8UQELHK8L,Wearables,Camera,35-44,Gold
AWE18PZLN55MS,Gaming,Networking,35-44,Gold
A19ZE9E4C1L3IY,Audio,Mobile,25-34,Platinum
A39LJHLYFVGEYD,Electronics,Mobile,18-24,Gold
A3NA11HX8HY85O,Networking,Gaming,18-24,Gold
A3A4A1AG8TF11S,Computers,Gaming,55+,Platinum
A1PSVQT9RIT8XS,Mobile,Wearables,18-24,Bronze
A1I9U4ROPSAK9X,Wearables,Computers,25-34,Silver
A2EMM13TIU7IML,Networking,Electronics,45-54,Silver
A3UMNO0WJS929H,Audio,Wearables,35-44,Bronze
AGCZ7KS4UUWHB,Computers,Electronics,35-44,Bronze
AQXFP6WJWLOXD,Electronics,Gaming,35-44,Silver
A1EXLQ55ZM79TY,Gaming,Computers,55+,Platinum
A3ABUSQWGCUQVR,Networking,Computers,25-34,Gold
A38PFMGB7UP7T3,Gaming,Audio,35-44,Bronze
AOMWHMRZ0FA9F,Camera,Electronics,55+,Gold
AI7WXHDA2OJXH,Audio,Camera,25-34,Bronze
A2O54GTL3ZNY6F,Audio,Gaming,55+,Bronze
A3K0KXXYDEPUR8,Audio,Audio,25-34,Bronze
A2PLFW28V4FBJ8,Gaming,Gaming,35-44,Platinum
A1258R19JDX5AF,Camera,Camera,55+,Gold
A23LKM9X8Q0J4J,Wearables,Audio,18-24,Silver
A14VU4JCG259HH,Computers,Electronics,18-24,Bronze
A25H1KRJXO3QB0,Camera,Camera,55+,Gold
A044714932EDM0IRNYPZ,Audio,Audio,55+,Bronze
A1LJRTY6SX1Y2G,Audio,Networking,25-34,Platinum
AVZH5NNFUAFYN,Electronics,Mobile,25-34,Gold
A2TK9LBQ3DLW17,Electronics,Gaming,18-24,Silver
A2SBFXPN5V6A6X,Electronics,Camera,45-54,Bronze
A1UKJJSO8A7345,Gaming,Electronics,45-54,Bronze
A3VWWFSJ8XEH98,Computers,Mobile,35-44,Gold
AQ24060XOMCHM,Electronics,Wearables,45-54,Platinum
A1W12BCLXXTXD4,Mobile,Audio,25-34,Platinum
A7PQM07T0DU3,Networking,Camera,35-44,Bronze
A2FV8TG2IOP1GL,Mobile,Computers,18-24,Bronze
A1VZFW2QL9O2Y8,Mobile,Mobile,55+,Gold
A1AK24HIWGNHNT,Electronics,Electronics,45-54,Gold
A1CJTXVOUBPYQV,Gaming,Camera,18-24,Gold
AQPBUAJVDUV30,Computers,Computers,35-44,Gold
A3USVH6UDIC7BK,Electronics,Electronics,45-54,Platinum
A1T2ENN9LFDCDD,Gaming,Computers,35-44,Bronze
AYO1146CBIV5C,Audio,Networking,18-24,Gold
A2FMC0XMUAYS7P,Audio,Audio,25-34,Gold
A3JTYP3IOAHWWV,Gaming,Wearables,45-54,Bronze
A1NRM08DU3BM1A,Wearables,Camera,55+,Platinum
AS6XWMBTTW6ZC,Networking,Gaming,35-44,Gold
A184LAGHCX8W7X,Audio,Camera,55+,Gold
ARZNKXZ0AEDUD,Camera,Wearables,25-34,Platinum
A27HLVZVPJG6HC,Wearables,Mobile,18-24,Gold
A9AST9NIDQCHR,Networking,Audio,35-44,Bronze
A2KKVCYYV6UG6I,Electronics,Computers,18-24,Platinum
A3KUT0KMWU9IGO,Gaming,Networking,55+,Platinum
A2U889P9EBQD3,Computers,Mobile,18-24,Bronze
A1X0I9ZESWJOD6,Audio,Electronics,35-44,Silver
AY88IK8JUONFE,Electronics,Computers,35-44,Gold
A2GPPQ51BIOON6,Wearables,Computers,25-34,Platinum
AQ81U7QTTEF9T,Gaming,Networking,55+,Silver
A2CC95ZTJTKTQM,Computers,Mobile,55+,Silver
A3A6BXU6KC9X43,Camera,Camera,55+,Silver
A3BOCSJRO5P6LG,Camera,Wearables,55+,Platinum
A1HQ26YW6YQGL0,Audio,Gaming,45-54,Platinum
A1HOLJW15Q5S5V,Electronics,Gaming,35-44,Silver
AOEWECT56ACQU,Computers,Gaming,18-24,Bronze
A1U7RNEQX9DLZV,Computers,Networking,25-34,Bronze
A24BW3YJU2ZHE4,Wearables,Electronics,45-54,Silver
AU52FTUQC60SZ,Audio,Computers,18-24,Platinum
ABF90206JHRTN,Audio,Wearables,35-44,Gold
A1DXCNEKU1AZTY,Audio,Gaming,55+,Bronze
A1ZPKKWT79C6HW,Wearables,Mobile,35-44,Bronze
A24SP9MHTDE9AB,Camera,Wearables,18-24,Gold
A3MK3EGPXAED4Q,Audio,Networking,25-34,Platinum
A1TLKLUASA4KHI,Wearables,Electronics,25-34,Platinum
A2ZK6INQBCWORW,Camera,Networking,45-54,Silver
A37HULJ59GY82,Gaming,Wearables,25-34,Gold
A2FG061KDA1ARB,Mobile,Audio,18-24,Gold
A3I0AZB7DJOTD,Networking,Gaming,18-24,Silver
A31HPWLI7VJ9CH,Wearables,Mobile,55+,Platinum
AWKHA9KGHWYC4,Wearables,Electronics,55+,Bronze
AGC10P7VNHCZH,Mobile,Camera,55+,Bronze
A2RZV8B3Y15UAU,Electronics,Mobile,18-24,Silver
A21NE9YFNPUX0,Audio,Computers,18-24,Silver
ATXE61KP0I3EC,Wearables,Computers,35-44,Platinum
A3LPA9QC00M146,Wearables,Gaming,35-44,Silver
A34CKIMZ969UW7,Mobile,Gaming,18-24,Gold
A2D2P59EW6O3IS,Audio,Camera,18-24,Platinum
A1A22D2O4KKE8O,Networking,Camera,55+,Silver
A1JG3VXYS5PT1H,Wearables,Camera,25-34,Silver
A3JG2CYH7ZOT6W,Mobile,Gaming,55+,Platinum
AH4HBHRM707WA,Gaming,Networking,45-54,Bronze
A2TXFXS9B16QZE,Networking,Wearables,35-44,Bronze
A2XHTLM1Q64A8J,Audio,Wearables,25-34,Silver
A2E1MNSVBT9EU2,Audio,Gaming,25-34,Platinum
AAH0XJMV2OILP,Camera,Mobile,55+,Silver
A3E4TW25TGL3FL,Electronics,Networking,45-54,Gold
A2K44ZASW7YSCD,Wearables,Mobile,35-44,Bronze
A2ALGDHERSWEQO,Gaming,Audio,18-24,Gold
AMDM74IDK3RRU,Camera,Networking,55+,Silver
A1ZW27BULO098R,Camera,Networking,25-34,Platinum
A2IE1OP3AJO0JE,Networking,Wearables,18-24,Platinum
A3150MKIBL72LI,Wearables,Computers,18-24,Bronze
A14IEZX5CUVRYB,Camera,Electronics,55+,Bronze
A33ATYJ4B6FLCK,Electronics,Audio,25-34,Platinum
A3EZ2WD0HSMQMH,Camera,Mobile,25-34,Silver
A3NQU2F7ZYCQGK,Mobile,Electronics,55+,Silver
A1KLBWKUQHSQVW,Gaming,Electronics,55+,Bronze
A3IV1A3INHYJVW,Networking,Audio,45-54,Platinum
A2RA8C3WS07B84,Gaming,Audio,25-34,Silver
A18IL8A1YEM4Q4,Networking,Electronics,45-54,Gold
A3683J3VY0H4F2,Gaming,Wearables,18-24,Gold
A2TRR8VUVHWTM1,Camera,Mobile,45-54,Platinum
A1M4QGCCYHZ4UT,Audio,Camera,55+,Bronze
A1QP9QVNM4OMWR,Mobile,Mobile,25-34,Gold
A24R30PNVRG4VG,Wearables,Mobile,18-24,Platinum
A3KIIEZ43L2ZZ7,Mobile,Mobile,45-54,Silver
A19SQGUKEU3II8,Camera,Audio,25-34,Silver
A2YGBFWXIJ9LVZ,Audio,Computers,55+,Gold
A133IM5LCXOX1P,Gaming,Camera,35-44,Gold
A2CR7ZHVPZQYMQ,Electronics,Electronics,35-44,Platinum
A14FW36551DT13,Audio,Electronics,25-34,Gold
AN46T6B57POMU,Electronics,Computers,45-54,Silver
A3ERL7PKVDBZQ8,Gaming,Electronics,45-54,Gold
A2P4F9EKWFERDB,Networking,Electronics,18-24,Silver
A2Q4F9IYZ6XVSG,Mobile,Computers,18-24,Gold
A2N89YVH2LB3PA,Computers,Networking,45-54,Bronze
AA4Z5Q1L42YS3,Gaming,Electronics,55+,Silver
A2LSYQMRNFMIDY,Audio,Networking,45-54,Bronze
A3SRJ2JNFHWQBZ,Networking,Camera,45-54,Bronze
A1Z3HUIXG76YCV,Mobile,Mobile,25-34,Gold
AT652YFZWRLGR,Gaming,Electronics,35-44,Gold
A3A2Z3KKF6GEH,Mobile,Audio,45-54,Platinum
A3PKFRV4GDOSW4,Gaming,Computers,18-24,Bronze
A2QMVUCNK0QFX2,Networking,Computers,18-24,Bronze
A2C6W9EAZDZK79,Networking,Wearables,35-44,Platinum
A1O22UA181NUXO,Networking,Gaming,18-24,Gold
AI04BFXEXS1XX,Mobile,Camera,55+,Silver
A1L66R4F8EJ5SD,Camera,Camera,55+,Platinum
AO8SL8T5I5VPM,Wearables,Wearables,35-44,Silver
A6A5SJ7NOJX0,Networking,Camera,35-44,Silver
A2VLRNEWFERGLC,Gaming,Camera,25-34,Silver
A3HGKLYTBE4QX0,Networking,Electronics,35-44,Bronze
AR2HV4P35MW3F,Networking,Camera,55+,Platinum
A14KOG45YCAOOY,Computers,Computers,18-24,Gold
A1WSR9FQIROXJH,Audio,Audio,45-54,Bronze
A1Y78YZQQMKFBY,Mobile,Networking,35-44,Gold
A3DSI9OTIHJCZF,Camera,Mobile,25-34,Gold
AZL5VYE5FSF3D,Electronics,Computers,35-44,Silver
A2JZE8BLKTUF08,Electronics,Gaming,35-44,Gold
APSAAUCB9STU1,Mobile,Networking,35-44,Bronze
A26JZEC9B5K88G,Gaming,Camera,45-54,Gold
A2HH8V0HSEMNHD,Wearables,Gaming,25-34,Silver
A2YK3TLCVFFTJX,Audio,Camera,18-24,Bronze
A1HBZWG61L4F9D,Computers,Networking,35-44,Bronze
A7C2BBN6RDKR4,Electronics,Camera,35-44,Bronze
A1N4EORVHNL0L4,Electronics,Mobile,18-24,Gold
ASQ7ECXSKRP94,Mobile,Mobile,45-54,Silver
A2JMCN3YA4BATU,Camera,Audio,18-24,Bronze
A2GHFY7ZOHTG0X,Gaming,Mobile,18-24,Platinum
AWLUBRTNZP5FL,Mobile,Mobile,35-44,Silver
A1IU911OTDIBKX,Computers,Audio,25-34,Platinum
A3QJT4P7B56E3M,Electronics,Camera,55+,Gold
A3S7MX5910SW80,Gaming,Networking,18-24,Silver
A2VH0I90142MLZ,Gaming,Camera,35-44,Bronze
A1XCWS2FXPC8UM,Wearables,Camera,45-54,Platinum
A1OAPUVZZVYU18,Camera,Networking,55+,Bronze
AOAOARIH72UWI,Camera,Networking,45-54,Platinum
ALFVP4CNGO40D,Networking,Wearables,35-44,Bronze
A1YTTXELVUWC5F,Audio,Wearables,18-24,Bronze
A1ZTBOYZN8A9RG,Networking,Computers,45-54,Platinum
A21LFQF38JFTBK,Audio,Gaming,45-54,Bronze
A2OXV9Q03XSKV6,Audio,Computers,18-24,Silver
AYQ6MSN3SXVZB,Wearables,Camera,18-24,Bronze
ARI9AAQGT976R,Audio,Computers,18-24,Gold
A2UJFSJ72C29L,Camera,Camera,25-34,Platinum
A19WWDD9I4I4ZR,Camera,Camera,18-24,Silver
A199IPMLMRRRMH,Wearables,Computers,45-54,Bronze
A3B6APTMN2YB0J,Gaming,Mobile,45-54,Silver
A29GNICTIZ7ZBX,Networking,Gaming,35-44,Gold
A3JZBLCM1JZ9X2,Audio,Electronics,45-54,Silver
A2E1VIZWXSNGM9,Computers,Computers,35-44,Bronze
A2QFIG8JKOYZX3,Audio,Wearables,55+,Silver
AWI0W8GVDX29P,Computers,Wearables,18-24,Bronze
AQR6FI9TD1221,Electronics,Camera,35-44,Gold
A3VKEPH9IVH701,Electronics,Audio,55+,Platinum
A2FAY55GG86CH7,Wearables,Gaming,35-44,Platinum
A2FC2PNXAXNV3G,Gaming,Electronics,18-24,Bronze
ASYQTUGCOSYKH,Computers,Camera,45-54,Platinum
A1LCLRSPWAMYLE,Camera,Electronics,35-44,Bronze
A30UM9C69L5W5G,Mobile,Networking,45-54,Gold
A575YWESG77HC,Wearables,Mobile,45-54,Platinum
A323M6PZZQMSPN,Mobile,Computers,45-54,Platinum
A2IRXRHEIW5B2S,Camera,Wearables,35-44,Silver
A1OIQ0NU3WDK35,Wearables,Networking,25-34,Gold
A35LT14WG5BX0T,Mobile,Mobile,25-34,Gold
A861I2GALASS5,Audio,Audio,45-54,Bronze
A12T2B2OCP7VJB,Mobile,Networking,55+,Gold
A198CCH4NNLI2E,Networking,Camera,45-54,Gold
A39J0B2XU8LH9T,Camera,Audio,55+,Bronze
A3T78W7GSB6PDZ,Gaming,Computers,35-44,Bronze
AMQD2P28WC0AD,Audio,Electronics,18-24,Platinum
A36XYJ3IP1NVNI,Audio,Wearables,55+,Silver
AU7HHILU6WCQ1,Mobile,Networking,55+,Silver
A2CJ4FY6DW4QVW,Mobile,Camera,45-54,Platinum
A2N8J3MMCDXCWC,Electronics,Mobile,18-24,Silver
A1JIWMPQS6TPJK,Computers,Networking,35-44,Platinum
A2DMOTZH0LN44F,Electronics,Networking,25-34,Platinum
A1C0TDQYJV2MNM,Camera,Camera,35-44,Gold
A34LK05I5S49LP,Mobile,Camera,18-24,Bronze
A1W8UVWNMQHG0O,Audio,Computers,35-44,Platinum
A1WMLRHGGSUR3L,Wearables,Audio,18-24,Gold
A1X1YQFEVXBQHE,Mobile,Wearables,25-34,Bronze
A3JKP2XQWGCIYZ,Camera,Networking,25-34,Bronze
A78ER07CE205J,Mobile,Wearables,18-24,Bronze
A3HZ23J26JUC6Y,Camera,Wearables,55+,Gold
A1CSFRO37ZRVTW,Gaming,Audio,55+,Silver
ACIE53R8VR7BE,Gaming,Mobile,55+,Bronze
A3THWVO8D6LL10,Networking,Gaming,55+,Gold
A1RBXNAJC271G9,Computers,Electronics,45-54,Platinum
ANAOM5GA1FB1J,Computers,Audio,35-44,Gold
AW6KXUIBEV9Z1,Mobile,Audio,55+,Bronze
A25C5MVVCIYT5D,Networking,Computers,55+,Bronze
A1QTGF7D35Z1R0,Wearables,Wearables,55+,Gold
A1YRQWTM4K4GNB,Gaming,Mobile,55+,Silver
A2IYDVRWFDHKKC,Camera,Networking,25-34,Platinum
A1JY88B34DI229,Electronics,Computers,45-54,Bronze
A2EI6HZKTHBBP3,Electronics,Mobile,45-54,Platinum
A1NTQQ579L5WTI,Networking,Networking,25-34,Bronze
A29SEIVLTEULCH,Electronics,Mobile,45-54,Gold
A1ZT8O24M3AUEJ,Computers,Gaming,55+,Bronze
A1EH3IB1M8LI9F,Mobile,Wearables,55+,Gold
A3RMXJ4XMR56GB,Gaming,Electronics,35-44,Gold
A3CTA4A8AFJFB3,Camera,Mobile,55+,Gold
A2CYJVR67GIJ7L,Electronics,Networking,18-24,Gold
AEMTE111KM6E1,Computers,Audio,45-54,Silver
A24B06DAG3KZ6A,Camera,Camera,25-34,Silver
AYB4ELCS5AM8P,Wearables,Mobile,25-34,Bronze
A8OBY4EP2OCDZ,Electronics,Camera,45-54,Bronze
A1ZEEXLP1BSF4J,Computers,Electronics,18-24,Silver
A2399NNLRD8FBT,Wearables,Wearables,45-54,Gold
A642EMSD5P7PA,Computers,Electronics,55+,Gold
A2ZST7154P00RT,Audio,Gaming,18-24,Bronze
A38JZKJL3D4RZP,Electronics,Wearables,18-24,Platinum
A261XKI9RJZJTV,Networking,Electronics,35-44,Gold
A3IM9S8EAL3KAD,Mobile,Gaming,45-54,Gold
A3LETG39TWHQP,Camera,Networking,18-24,Platinum
A3ICKK6L4OCA5I,Networking,Mobile,35-44,Bronze
A1ELBHW6AV4AKR,Computers,Networking,35-44,Platinum
A1T9ZM5T73M1JM,Gaming,Electronics,25-34,Silver
